CustomerID,Gender,Age,Annual Income (Rs),Spending Score (1-100)
1,Male,47,51,36
2,Male,23,98,60
3,Female,28,83,71
4,Male,37,38,24
5,Female,43,97,50
6,Male,51,88,17
7,Female,47,85,65
8,Male,20,44,36
9,Female,38,20,29
10,Male,51,62,51
11,Female,40,93,60
12,Female,41,21,33
13,Female,28,72,67
14,Female,60,35,38
15,Female,47,44,51
16,Male,20,88,37
17,Female,59,30,53
18,Female,62,90,55
19,Female,19,73,75
20,Female,19,83,33
21,Female,57,91,27
22,Male,24,51,37
23,Male,63,42,73
24,Female,52,36,58
25,Male,21,42,36
26,Female,60,46,40
27,Male,42,72,38
28,Male,34,94,58
29,Male,55,23,64
30,Male,28,59,75
31,Female,54,88,54
32,Female,18,85,25
33,Male,32,39,35
34,Male,26,77,67
35,Female,32,24,62
36,Male,19,56,48
37,Female,26,94,21
38,Female,27,89,50
39,Male,23,18,31
40,Female,27,39,9
41,Female,37,46,51
42,Female,53,40,17
43,Female,58,94,16
44,Male,51,20,12
45,Male,28,75,55
46,Male,60,87,70
47,Male,51,43,9
48,Male,39,83,71
49,Female,25,36,21
50,Female,26,20,18
51,Male,26,65,59
52,Male,63,22,68
53,Female,22,53,23
54,Male,39,43,33
55,Female,57,36,9
56,Female,65,27,20
57,Male,21,63,71
58,Female,29,67,52
59,Female,60,91,31
60,Male,47,34,73
61,Male,34,61,42
62,Male,52,81,11
63,Female,42,60,48
64,Male,44,57,57
65,Female,27,30,63
66,Female,23,23,8
67,Male,48,80,30
68,Female,33,42,70
69,Female,38,66,54
70,Male,41,29,20
71,Male,23,16,49
72,Male,57,55,26
73,Male,25,77,43
74,Female,27,85,67
75,Female,59,38,30
76,Female,40,68,59
77,Male,21,97,33
78,Male,29,73,72
79,Female,56,22,43
80,Male,49,36,35
81,Male,52,72,58
82,Male,24,90,67
83,Male,57,100,30
84,Female,64,42,36
85,Male,53,15,68
86,Male,36,37,56
87,Male,61,50,32
88,Female,41,72,53
89,Male,42,39,40
90,Male,38,95,26
91,Female,33,55,20
92,Female,59,98,42
93,Male,30,32,26
94,Female,44,71,50
95,Male,53,97,45
96,Female,38,33,72
97,Male,25,53,57
98,Male,31,65,13
99,Male,31,51,31
100,Male,61,98,13
101,Female,44,26,21
102,Female,46,79,45
103,Female,44,32,21
104,Female,56,94,42
105,Male,57,78,25
106,Male,55,25,41
107,Male,42,88,59
108,Male,20,94,53
109,Female,52,60,12
110,Male,51,70,63
111,Female,31,65,21
112,Female,35,84,27
113,Male,55,37,58
114,Male,39,84,49
115,Male,65,27,52
116,Male,26,41,16
117,Female,27,88,23
118,Female,30,90,20
119,Male,37,97,37
120,Female,48,30,29
121,Male,25,83,47
122,Female,47,50,50
123,Female,23,57,39
124,Male,30,60,19
125,Male,50,62,66
126,Female,50,73,69
127,Female,57,44,65
128,Male,64,27,54
129,Male,26,46,70
130,Female,60,26,42
131,Male,31,30,75
132,Female,43,57,48
133,Male,43,81,17
134,Female,44,50,66
135,Male,64,81,21
136,Male,60,46,68
137,Male,50,81,22
138,Male,50,89,41
139,Male,29,72,55
140,Male,19,94,27
141,Female,52,19,51
142,Female,61,16,12
143,Male,28,46,73
144,Female,44,52,51
145,Male,29,53,17
146,Male,21,96,59
147,Female,46,87,48
148,Male,60,30,69
149,Male,33,33,24
150,Female,46,84,23
151,Male,19,27,40
152,Male,52,34,43
153,Male,59,46,71
154,Male,58,17,65
155,Female,28,62,11
156,Male,27,71,19
157,Male,37,73,73
158,Male,47,19,55
159,Female,55,74,25
160,Female,29,29,16
161,Female,47,69,24
162,Male,50,34,65
163,Female,51,41,63
164,Male,37,28,62
165,Male,51,40,23
166,Female,49,90,17
167,Female,60,51,60
168,Male,39,83,31
169,Male,25,99,34
170,Male,56,96,72
171,Male,53,34,65
172,Female,43,94,17
173,Male,44,92,20
174,Female,51,66,54
175,Male,57,81,27
176,Male,40,87,8
177,Female,36,92,31
178,Female,40,56,71
179,Male,25,53,69
180,Male,44,38,9
181,Male,38,96,63
182,Female,38,89,48
183,Female,30,67,40
184,Female,47,76,73
185,Male,34,72,40
186,Female,31,29,22
187,Male,43,59,62
188,Female,32,96,70
189,Female,30,51,47
190,Female,58,32,71
191,Male,24,84,73
192,Female,39,82,52
193,Male,40,42,60
194,Female,27,53,39
195,Male,43,26,62
196,Male,58,17,32
197,Male,33,87,19
198,Female,37,80,53
199,Male,23,15,26
200,Female,29,31,27
201,Female,24,53,24
202,Male,25,75,51
203,Female,51,37,30
204,Female,61,85,45
205,Male,56,91,15
206,Female,24,84,9
207,Female,18,24,54
208,Female,34,64,10
209,Female,22,33,75
210,Female,39,52,41
211,Male,43,34,60
212,Female,48,77,21
213,Male,33,76,20
214,Male,49,84,26
215,Male,19,44,16
216,Female,48,84,54
217,Female,52,32,18
218,Female,22,87,34
219,Female,28,73,16
220,Female,44,98,11
221,Male,31,16,37
222,Female,60,86,25
223,Male,55,34,15
224,Female,54,89,31
225,Female,22,44,20
226,Female,23,78,49
227,Male,20,30,29
228,Female,26,39,40
229,Male,48,41,67
230,Male,55,89,66
231,Female,60,78,60
232,Male,21,25,16
233,Male,31,26,12
234,Female,46,84,53
235,Female,62,67,38
236,Male,42,86,28
237,Female,36,58,55
238,Female,41,60,57
239,Female,21,39,39
240,Female,25,29,42
241,Male,60,21,30
242,Male,19,33,75
243,Male,27,24,25
244,Male,58,42,42
245,Male,35,27,30
246,Male,36,89,24
247,Female,18,19,39
248,Male,48,60,30
249,Female,28,25,62
250,Female,19,60,17
251,Female,63,31,60
252,Male,18,27,14
253,Female,47,80,20
254,Male,24,60,13
255,Female,52,82,19
256,Female,52,75,44
257,Female,30,74,19
258,Male,52,56,62
259,Female,40,22,9
260,Female,31,25,16
261,Male,37,74,70
262,Male,25,54,15
263,Male,30,99,65
264,Male,28,35,33
265,Male,31,38,70
266,Male,18,81,73
267,Female,40,78,73
268,Female,39,70,12
269,Male,18,91,37
270,Female,25,80,73
271,Male,49,53,39
272,Male,57,68,65
273,Male,20,53,64
274,Male,28,76,62
275,Male,49,54,54
276,Male,65,86,39
277,Male,18,87,38
278,Female,65,29,75
279,Female,50,27,42
280,Female,57,89,33
281,Female,43,16,60
282,Female,59,51,48
283,Male,63,38,73
284,Male,20,49,49
285,Male,65,64,40
286,Male,56,68,31
287,Male,23,40,36
288,Male,38,74,66
289,Female,62,28,58
290,Male,44,54,44
291,Male,18,79,55
292,Male,64,66,75
293,Female,65,81,57
294,Female,32,28,60
295,Female,54,36,59
296,Female,55,30,46
297,Male,47,39,60
298,Male,50,36,8
299,Male,39,86,46
300,Male,34,38,62
